"Peak.ID","Chr","Start","End","Strand","Peak.Caller.Combination","Peak.Caller.Overlaps","ChIP.Tag.Count","Control.Tag.Count","Fold.Change","Peak.Center","Number.of.Motifs","negLog10_IDR","IDR","Annotation","Detailed.Annotation","Distance.to.TSS","Nearest.PromoterID","Entrez.ID","Nearest.Unigene","Nearest.Refseq","Nearest.Ensembl","Gene.Name","Gene.Alias","Gene.Description","Gene.Type","negLog10_IDR_MACS2_vs_union","negLog10_IDR_GEM_vs_union","negLog10_IDR_HOMER_vs_union","negLog10_IDR_Genrich_vs_union","negLog10_IDR_SEACR_vs_union","negLog10_IDR_SICER2_vs_union","annot_class","details","SYMBOL"
"chr7:102221945-102223749","chr7",102221945,102223749,".","MACS2|GEM|HOMER|Genrich|SICER2",5,9,0,9,102223023,0,11.946777,0,"promoter-TSS ","promoter-TSS (NM_145583)",-181,"NM_145583",233575,NA,"NM_145583","ENSMUSG00000030990","Pgap2","1810006G21Rik|Frag1|clpex","post-GPI attachment to proteins 2","protein-coding",3.19487,1.699838,2.56394,3.03327,0.03248,1.422379,"Promoter",NA,"Pgap2"
"chr7:102246730-102251648","chr7",102246730,102251648,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,64,2,32,102250062,0,23.635118,0,"intron ","intron (NM_019566, intron 1 of 1)",929,"NM_019566",56212,NA,"NM_019566","ENSMUSG00000073982","Rhog","2810426G09Rik|Arhg|Sid10750","ras homolog family member G","protein-coding",5,1.970707,5,5,5,1.664411,"Promoter",NA,"Rhog"
"chr7:102266994-102271003","chr7",102266994,102271003,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,36,0,36,102268066,0,23.853903,0,"intron ","intron (NM_001374060, intron 1 of 12)",1179,"NM_009287",20866,NA,"NM_009287","ENSMUSG00000030987","Stim1","SIM","stromal interaction molecule 1","protein-coding",5,2.133434,5,5,5,1.720469,"Promoter",NA,"Stim1"
"chr7:105399113-105401080","chr7",105399113,105401080,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,9,0,9,105400069,0,14.090996,0,"promoter-TSS ","promoter-TSS (NM_199009)",-42,"NM_199009",74349,NA,"NM_199009","ENSMUSG00000044465","Fhip1b","4632419K20Rik|6530415H11Rik|FHIP|Fam160a2","FHF complex subunit HOOK interacting protein 1B","protein-coding",2.831091,1.552153,2.689776,3.305367,2.307764,1.404845,"Promoter",NA,"Fhip1b"
"chr7:105479700-105482850","chr7",105479700,105482850,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,22,1,22,105481551,0,22.807923,0,"intron ","intron (NM_028444, intron 1 of 1)",922,"NM_028444",109042,NA,"NM_028444","ENSMUSG00000037060","Cavin3","3110015B12Rik|6330514M23Rik|Prkcdbp|SRBC","caveolae associated 3","protein-coding",5,1.734467,5,5,4.520986,1.55247,"Promoter",NA,"Cavin3"
"chr7:105553350-105555778","chr7",105553350,105555778,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,24,1,24,105554502,0,22.705126,0,"exon ","exon (NM_011421, exon 1 of 6)",204,"NM_011421",20597,NA,"NM_011421","ENSMUSG00000037049","Smpd1","A-SMase|ASM|Zn-SMase|aSMase","sphingomyelin phosphodiesterase 1, acid lysosomal","protein-coding",5,2.046155,4.882972,5,4.217437,1.558562,"Promoter",NA,"Smpd1"
"chr7:105578378-105582370","chr7",105578378,105582370,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,45,0,45,105581178,0,23.636659,0,"intron ","L2a|LINE|L2",1117,"NM_001253885",11785,NA,"NM_009685","ENSMUSG00000037032","Apbb1","Fe65|Rir","amyloid beta precursor protein binding family B member 1","protein-coding",5,2.007059,5,5,5,1.6296,"Promoter",NA,"Apbb1"
"chr7:105632000-105634349","chr7",105632000,105634349,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,23,0,23,105633179,0,22.268793,0,"intron ","CpG",397,"NM_001360425",55992,NA,"NM_018880","ENSMUSG00000036989","Trim3","BERP1|HAC1|Rnf22","tripartite motif-containing 3","protein-coding",5,1.808099,4.80395,5,4.163707,1.493037,"Promoter",NA,"Trim3"
"chr7:105639000-105641575","chr7",105639000,105641575,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,32,0,32,105640598,0,22.742002,0,"promoter-TSS ","promoter-TSS (NR_153392)",129,"NM_029802",76932,NA,"NM_029802","ENSMUSG00000030881","Arfip2","2310002N04Rik|POR|Por1","ADP-ribosylation factor interacting protein 2","protein-coding",5,2.411809,4.891689,5,3.861557,1.576947,"Promoter",NA,"Timm10b"
"chr7:105734850-105739310","chr7",105734850,105739310,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,48,0,48,105736890,0,24.225204,0,"promoter-TSS ","promoter-TSS (NM_025897)",305,"NM_133951",101867,NA,"NM_025897","ENSMUSG00000030888","Rrp8","1500003O22Rik|2900001K19Rik|NML","ribosomal RNA processing 8","protein-coding",5,2.062817,5,5,5,2.162387,"Promoter",NA,"Rrp8"
"chr7:105743450-105744970","chr7",105743450,105744970,".","MACS2|GEM|HOMER|Genrich|SICER2",5,23,0,23,105744163,0,15.730916,0,"TTS ","TTS (NM_009906)",128,"NM_020024",24075,NA,"NM_020024","ENSMUSG00000043866","Taf10","30kDa|TAFII30|Taf2h","TATA-box binding protein associated factor 10","protein-coding",4.592392,1.823701,3.79114,4.004934,0.063515,1.455234,"Promoter",NA,"Taf10"
"chr7:105750600-105753210","chr7",105750600,105753210,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,22,0,22,105751928,0,21.084881,0,"intron ","intron (NM_009906, intron 2 of 12)",330,"NM_009906",12751,NA,"NM_009906","ENSMUSG00000030894","Tpp1","Cln2|LPIC|TPP-1|TPP-I","tripeptidyl peptidase I","protein-coding",5,1.976101,4.291992,4.844486,3.467312,1.50499,"Promoter",NA,"Tpp1"
"chr7:105785724-105788740","chr7",105785724,105788740,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,19,0,19,105787500,0,22.318369,0,"intron ","C-rich|Low_complexity|Low_complexity",318,"NM_001162943",233651,NA,"NM_001162943","ENSMUSG00000036862","Dchs1","3110041P15Rik|C130033F22Rik|CDH25|FIB1|Gm165|PCDH16","dachsous cadherin related 1","protein-coding",5,2.324895,4.522059,5,3.930917,1.540498,"Promoter",NA,"Dchs1"
"chr7:105809891-105811799","chr7",105809891,105811799,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,34,2,17,105810787,0,21.365786,0,"exon ","exon (NM_025301, exon 1 of 3)",242,"NM_025301",27397,NA,"NM_025301","ENSMUSG00000030879","Mrpl17","MRP-L26|Rpml26","mitochondrial ribosomal protein L17","protein-coding",5,1.832716,4.49517,4.631212,3.79343,1.613258,"Promoter",NA,"Mrpl17"
"chr7:107566700-107569999","chr7",107566700,107569999,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,17,3,5.67,107568037,0,5.733127,1.85e-06,"intron ","intron (NM_172907, intron 1 of 2)",916,"NM_172907",244198,NA,"NM_172907","ENSMUSG00000051041","Olfml1","6720478C22|MVAL564|ONT2|mONT2","olfactomedin-like 1","protein-coding",1.681872,0.881859,0.439567,0.929167,0.535633,1.265029,"Promoter",NA,"Olfml1"
"chr7:107594240-107595899","chr7",107594240,107595899,".","MACS2|GEM|HOMER|Genrich|SICER2",5,11,3,3.67,107595031,0,1.763219,0.01724968,"promoter-TSS ","promoter-TSS (NM_008905)",18,"NM_008905",19024,NA,"NM_008905","ENSMUSG00000036528","Ppfibp2","Cclp1","PTPRF interacting protein, binding protein 2 (liprin beta 2)","protein-coding",0.323277,0.248516,0.103856,0.188291,0.03248,0.866799,"Promoter",NA,"Ppfibp2"
"chr7:107664762-107667949","chr7",107664762,107667949,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,22,0,22,107666377,0,22.088117,0,"intron ","intron (NM_001357436, intron 1 of 22)",877,"NM_001357436",19024,NA,"NM_008905","ENSMUSG00000036528","Ppfibp2","Cclp1","PTPRF interacting protein, binding protein 2 (liprin beta 2)","protein-coding",4.648749,1.780835,4.861753,5,4.280659,1.516121,"Intron","ENSMUST00000040056.14/19024, intron 3 of 24)","Ppfibp2"
"chr7:108933650-108936101","chr7",108933650,108936101,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,54,0,54,108934632,0,21.792611,0,"intron ","intron (NM_025344, intron 1 of 7)",460,"NM_025344",66085,NA,"NM_025344","ENSMUSG00000031029","Eif3f","0610037M02Rik|Eif3s5","eukaryotic translation initiation factor 3, subunit F","protein-coding",5,1.860603,4.425459,5,3.852516,1.654033,"Promoter",NA,"Eif3f"
"chr7:109082200-109083974","chr7",109082200,109083974,".","MACS2|GEM|HOMER|Genrich|SICER2",5,14,0,14,109083124,0,15.805438,0,"intron ","CpG",237,"NM_001038624",320360,NA,"NM_178780","ENSMUSG00000048330","Ric3","E130307J04Rik","RIC3 acetylcholine receptor chaperone","protein-coding",4.129096,2.19673,3.477259,3.761124,0.451231,1.789998,"Promoter",NA,"Ric3"
"chr7:109518000-109520049","chr7",109518000,109520049,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,41,1,41,109519191,0,23.284689,0,"promoter-TSS ","promoter-TSS (NM_011975)",-171,"NM_011975",26451,NA,"NM_011975","ENSMUSG00000046364","Rpl27a","L27'|L27A|L29","ribosomal protein L27A","protein-coding",5,2.036882,5,5,4.647716,1.600091,"Promoter",NA,"Rpl27a"
"chr7:109614360-109617243","chr7",109614360,109617243,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,18,2,9,109615954,0,15.275307,0,"intron ","intron (NM_001001326, intron 1 of 19)",767,"NR_037617",76954,NA,"NM_029811","ENSMUSG00000031024","Dennd2b","2010004M01Rik|2610305K15Rik|Denn2b|St5","DENN domain containing 2B","protein-coding",3.463763,1.54051,2.916838,3.627227,2.289005,1.437964,"Promoter",NA,"Dennd2b"
"chr7:109670100-109672661","chr7",109670100,109672661,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,18,2,9,109671685,0,17.519532,0,"Intergenic","Intergenic",-32298,"NM_020616",57373,NA,"NM_020616","ENSMUSG00000031023","Akip1","BCA3|C11orf17|D7H11orf17|D930014E17Rik|ICRFP703B1614Q5.6|ORF27","A kinase interacting protein 1","protein-coding",4.999942,1.635369,3.008639,3.703958,2.43386,1.737764,"Promoter",NA,"Dennd2b"
"chr7:109703464-109704496","chr7",109703464,109704496,".","MACS2|GEM|HOMER|Genrich|SICER2",5,16,1,16,109703928,0,13.088952,0,"exon ","exon (NM_020616, exon 2 of 6)",302,"NM_020616",57373,NA,"NM_020616","ENSMUSG00000031023","Akip1","BCA3|C11orf17|D7H11orf17|D930014E17Rik|ICRFP703B1614Q5.6|ORF27","A kinase interacting protein 1","protein-coding",2.445073,1.501238,2.894595,3.017935,2.04892,1.181191,"Promoter",NA,"Akip1"
"chr7:109751250-109753400","chr7",109751250,109753400,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,49,0,49,109752298,0,23.965985,0,"promoter-TSS ","promoter-TSS (NM_020050)",-62,"NM_020050",56786,NA,"NM_020050","ENSMUSG00000031021","Tmem9b","2310004K06Rik|D7H11orf15|ICRFP703B1614Q5.3","TMEM9 domain family, member B","protein-coding",5,2.218806,5,5,5,1.747179,"Promoter",NA,"Tmem9b"
"chr7:109957600-109961230","chr7",109957600,109961230,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,66,0,66,109959874,0,23.882516,0,"intron ","intron (NM_021494, intron 1 of 22)",1007,"NM_021494",19347,NA,"NM_021494","ENSMUSG00000035901","Dennd5a","1500012B19Rik|ORF37|Rab6ip1|mKIAA1091","DENN domain containing 5A","protein-coding",5,2.132873,5,5,5,1.749643,"Promoter",NA,"Dennd5a"
"chr7:109984250-109987369","chr7",109984250,109987369,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,11,0,11,109986000,0,17.546655,0,"intron ","intron (NM_153525, intron 1 of 6)",421,"NM_153525",233724,NA,"NM_153525","ENSMUSG00000047554","Tmem41b","1500015G02Rik|1500031M19Rik|D7Ertd70e|D7Ertd743e","transmembrane protein 41B","protein-coding",3.362006,1.693072,3.660719,4.503765,2.850046,1.477047,"Promoter",NA,"Tmem41b"
"chr7:110017778-110019700","chr7",110017778,110019700,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,41,0,41,110018689,0,23.966621,0,"intron ","CpG",424,"NM_181517",233726,NA,"NM_181517","ENSMUSG00000066232","Ipo7","A330055O14Rik|C330016G14|Imp7|Ranbp7","importin 7","protein-coding",5,2.408165,5,5,4.822298,1.736158,"Promoter",NA,"Ipo7"
"chr7:110058450-110063649","chr7",110058450,110063649,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,111,0,111,110061261,0,23.332908,0,"promoter-TSS ","promoter-TSS (NM_001374618)",-653,"NM_009281",20841,NA,"NM_009281","ENSMUSG00000061079","Zfp143","D7Ertd805e|KRAB14|SBF|Staf|Zfp79|Zfp80-rs1|Znf143|pHZ-1","zinc finger protein 143","protein-coding",5,1.662727,5,5,5,1.670181,"Promoter",NA,"Zfp143"
"chr7:110121000-110124149","chr7",110121000,110124149,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,42,0,42,110122643,0,23.957948,0,"exon ","exon (NM_009516, exon 1 of 11)",515,"NM_001355058",22390,NA,"NM_009516","ENSMUSG00000031016","Wee1","Wee1A","WEE 1 homolog 1 (S. pombe)","protein-coding",5,1.896837,5,5,5,2.061111,"Promoter",NA,"Wee1"
"chr7:110221250-110224130","chr7",110221250,110224130,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,56,1,56,110222283,0,24.504364,0,"intron ","intron (NM_009302, intron 1 of 11)",987,"NM_009302",20947,NA,"NM_009302","ENSMUSG00000031015","Swap70","70kDa","SWA-70 protein","protein-coding",5,2.447281,5,5,5,2.057083,"Promoter",NA,"Swap70"
"chr7:110612850-110616199","chr7",110612850,110616199,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,34,2,17,110614606,0,21.948436,0,"intron ","CpG",396,"NM_177324",319934,NA,"NM_177324","ENSMUSG00000038371","Sbf2","4833411B01Rik|B430219L04Rik|Mtmr13|mMTMH1","SET binding factor 2","protein-coding",5,1.724429,4.6782,5,4.019895,1.525912,"Promoter",NA,"Sbf2"
"chr7:110767850-110770249","chr7",110767850,110770249,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,26,2,13,110768789,0,18.85415,0,"intron ","intron (NM_001372441, intron 1 of 14)",427,"NM_001372441",11717,NA,"NM_009667","ENSMUSG00000005686","Ampd3","-","adenosine monophosphate deaminase 3","protein-coding",4.098436,1.655686,4.06453,4.271012,3.323896,1.44059,"Promoter",NA,"Ampd3"
"chr7:110843050-110844599","chr7",110843050,110844599,".","MACS2|GEM|HOMER|Genrich|SICER2",5,3,0,3,110843993,0,1.604768,0.0248446,"intron ","intron (NM_025999, intron 1 of 5)",557,"NM_025999",67150,NA,"NM_025999","ENSMUSG00000030788","Rnf141","2610110L04Rik|ZFP36|ZNF230","ring finger protein 141","protein-coding",0.165385,0.200564,0.100538,0.164878,0.117821,0.855582,"Promoter",NA,"Rnf141"
"chr7:111028174-111030399","chr7",111028174,111030399,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,24,0,24,111029088,0,22.530726,0,"intron ","CpG",335,"NM_009431",22083,NA,"NM_009431","ENSMUSG00000005609","Ctr9","Sh2bp1|Tsbp|Tsp|mKIAA0155","CTR9 homolog, Paf1/RNA polymerase II complex component","protein-coding",5,1.776584,4.967995,5,4.25912,1.527027,"Promoter",NA,"Ctr9"
"chr7:111080950-111084449","chr7",111080950,111084449,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,54,1,54,111082725,0,23.722443,0,"intron ","CpG",331,"NM_001040131",13690,NA,"NM_013507","ENSMUSG00000005610","Eif4g2","DAP-5|E130105L11Rik|Nat1|Natm1|p97","eukaryotic translation initiation factor 4, gamma 2","protein-coding",5,2.075468,5,5,5,1.646975,"Promoter",NA,"Eif4g2"
"chr7:111121249-111124012","chr7",111121249,111124012,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,100,4,25,111122485,0,23.395795,0,"promoter-TSS ","promoter-TSS (NR_015573)",45,"NR_015573",75479,NA,"NR_015573","ENSMUSG00000110424","Zbed5-ps","1700012D14Rik","zinc finger, BED type containing 5, pseudogene","pseudo",5,1.95154,5,5,4.750139,1.694116,"Promoter",NA,"Zbed5-ps"
"chr7:111777651-111780319","chr7",111777651,111780319,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,13,0,13,111779237,0,20.906154,0,"intron ","intron (NM_001360903, intron 1 of 10)",992,"NM_173739",233733,NA,"NM_173739","ENSMUSG00000038296","Galnt18","2900011G21Rik|Galntl4|galNAc-T18|mpp-GalNAc-T18(O18)","polypeptide N-acetylgalactosaminyltransferase 18","protein-coding",5,2.035938,3.996556,4.608029,3.231495,2.034136,"Promoter",NA,"Galnt18"
"chr7:112022350-112025857","chr7",112022350,112025857,".","MACS2|HOMER|Genrich|SEACR|SICER2",5,29,0,29,112023885,0,21.710309,0,"intron ","CpG",597,"NM_133758",74996,NA,"NM_133758","ENSMUSG00000059263","Usp47","4930502N04Rik|A630020C16Rik","ubiquitin specific peptidase 47","protein-coding",5,0.090942,5,5,5,1.619367,"Promoter",NA,"Usp47"
"chr7:112155203-112160149","chr7",112155203,112160149,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,41,0,41,112158035,0,24.063397,0,"intron ","intron (NM_015814, intron 2 of 7)",1020,"NM_001360260",50781,NA,"NM_015814","ENSMUSG00000030772","Dkk3","dkk-3|mDkk-3","dickkopf WNT signaling pathway inhibitor 3","protein-coding",5,1.922697,5,5,5,2.1407,"Promoter",NA,"Dkk3"
"chr7:112224900-112229026","chr7",112224900,112229026,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,71,0,71,112226607,0,23.968433,0,"intron ","intron (NM_177282, intron 1 of 19)",1127,"NM_177282",320878,NA,"NM_177282","ENSMUSG00000038244","Mical2","4921517J23Rik|5330438E18Rik|9530064J02|MICAL-2|Micalcl|mKIAA0750","microtubule associated monooxygenase, calponin and LIM domain containing 2","protein-coding",5,2.224891,5,5,5,1.743542,"Promoter",NA,"Mical2"
"chr7:112427218-112429399","chr7",112427218,112429399,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,43,0,43,112428130,0,22.731137,0,"intron ","CpG",602,"NM_020606",57342,NA,"NM_020606","ENSMUSG00000030770","Parva","2010012A22Rik|5430400F08Rik|Actp|CH-ILKBP|Parvin","parvin, alpha","protein-coding",5,1.861195,4.86803,5,4.020369,1.981543,"Promoter",NA,"Parva"
"chr7:112678350-112682399","chr7",112678350,112682399,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,45,2,22.5,112680064,0,23.269701,0,"intron ","intron (NM_001166584, intron 1 of 13)",1018,"NM_001166585",21676,NA,"NM_009346","ENSMUSG00000055320","Tead1","2610024B07Rik|B230114H05Rik|Gtrgeo5|TEAD-1|TEF-1|Tcf13|mTEF-1","TEA domain family member 1","protein-coding",5,1.933876,5,5,4.749211,1.586614,"Promoter",NA,"Tead1"
"chr7:112953550-112957390","chr7",112953550,112957390,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,19,0,19,112955110,0,23.454153,0,"exon ","exon (NM_175279, exon 1 of 1)",1508,"NM_175279",78748,NA,"NM_175279","ENSMUSG00000098132","Rassf10","4632411J06Rik","Ras association (RalGDS/AF-6) domain family (N-terminal) member 10","protein-coding",5,2.320483,4.870379,5,4.35268,1.910611,"Promoter",NA,"Rassf10"
"chr7:113205561-113209699","chr7",113205561,113209699,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,88,0,88,113207979,0,23.788199,0,"5' UTR ","5' UTR (NM_001243048, exon 1 of 17)",119,"NM_001374642",11865,NA,"NM_007489","ENSMUSG00000055116","Bmal1","Arnt3|Arntl|BMAL1b|MOP3|bHLHe5|bmal1b'","basic helix-loop-helix ARNT like 1","protein-coding",5,2.063417,5,5,5,1.724782,"Promoter",NA,"Bmal1"
"chr7:113368050-113370249","chr7",113368050,113370249,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,29,0,29,113369272,0,22.991878,0,"intron ","CpG",190,"NM_133700",68815,NA,"NM_133700","ENSMUSG00000038187","Btbd10","1110056N09Rik|Gmrp1","BTB domain containing 10","protein-coding",5,1.854623,5,5,4.599305,1.53795,"Promoter",NA,"Btbd10"
"chr7:113512550-113515549","chr7",113512550,113515549,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,36,0,36,113514037,0,23.940215,0,"intron ","GC_rich|Low_complexity|Low_complexity",215,"NM_001360669",67420,NA,"NM_026143","ENSMUSG00000030759","Far1","2600011M19Rik|2900034E22Rik|3732409C05Rik|Mlstd2","fatty acyl CoA reductase 1","protein-coding",5,1.996854,5,5,5,1.943361,"Promoter",NA,"Far1"
"chr7:113765600-113768620","chr7",113765600,113768620,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,22,0,22,113766678,0,22.378165,0,"intron ","intron (NM_145584, intron 1 of 15)",1112,"NM_145584",233744,NA,"NM_145584","ENSMUSG00000038156","Spon1","D330035F22Rik|FSP","spondin 1, (f-spondin) extracellular matrix protein","protein-coding",5,1.868875,4.723963,5,4.30151,1.483817,"Promoter",NA,"Spon1"
"chr7:114116250-114118049","chr7",114116250,114118049,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,8,0,8,114117435,0,14.745759,0,"intron ","CpG",632,"NM_025846",66922,NA,"NM_025846","ENSMUSG00000055723","Rras2","2610016H24Rik|TC21","related RAS viral (r-ras) oncogene 2","protein-coding",3.915284,1.711813,2.090105,3.209554,1.887476,1.931527,"Promoter",NA,"Rras2"
"chr7:114253500-114255270","chr7",114253500,114255270,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,59,0,59,114254507,0,23.755845,0,"intron ","CpG",295,"NM_033370",70349,NA,"NM_033370","ENSMUSG00000030754","Copb1","2610019B04Rik","coatomer protein complex, subunit beta 1","protein-coding",5,2.011587,5,5,4.7654,1.978858,"Promoter",NA,"Copb1"
"chr7:114274650-114276903","chr7",114274650,114276903,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,55,0,55,114275836,0,24.215093,0,"intron ","CpG",340,"NM_011965",26440,NA,"NM_011965","ENSMUSG00000030751","Psma1","C2|HC2|Pros-30|alpha-type","proteasome subunit alpha 1","protein-coding",5,2.289609,5,5,4.750603,2.174881,"Promoter",NA,"Psma1"
"chr7:114414100-114417649","chr7",114414100,114417649,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,13,0,13,114415747,0,20.260951,0,"promoter-TSS ","promoter-TSS (NR_029437)",620,"NM_011055",18576,NA,"NM_011055","ENSMUSG00000030671","Pde3b","9830102A01Rik","phosphodiesterase 3B, cGMP-inhibited","protein-coding",5,2.139378,3.875444,4.570585,3.161349,1.514195,"Promoter",NA,"Pde3b"
"chr7:116029136-116036099","chr7",116029136,116036099,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,37,5,7.4,116033073,0,11.885466,0,"TTS ","TTS (NR_152104)",638,"NR_152104",68469,NA,"NR_152104","ENSMUSG00000030664","Sox6os","1110006G14Rik","SRY (sex determining region Y)-box 6, opposite strand","ncRNA",4.785048,1.618247,0.566679,2.438162,0.786912,1.690418,"Promoter",NA,"Sox6"
"chr7:116036750-116041437","chr7",116036750,116041437,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,18,0,18,116039445,0,22.427901,0,"promoter-TSS ","promoter-TSS (NM_001025559)",-349,"NM_001025559",20679,NA,"NM_011445","ENSMUSG00000051910","Sox6","SOX-LZ","SRY (sex determining region Y)-box 6","protein-coding",5,1.854549,4.503273,5,3.997837,2.072242,"Promoter",NA,"Sox6"
"chr7:116092250-116094870","chr7",116092250,116094870,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,38,0,38,116093570,0,23.500135,0,"promoter-TSS ","promoter-TSS (NR_029433)",180,"NM_019772",56372,NA,"NM_019772","ENSMUSG00000030663","1110004F10Rik","Smacp|Smap|sid2057|sid2057p","RIKEN cDNA 1110004F10 gene","protein-coding",5,1.94773,5,5,4.922002,1.630403,"Promoter",NA,"1110004F10Rik"
"chr7:116306951-116308949","chr7",116306951,116308949,".","MACS2|HOMER|Genrich|SEACR|SICER2",5,3,0,3,116308011,0,1.547249,0.02836292,"exon ","exon (NM_001305185, exon 3 of 27)",426,"NM_001305185",233765,NA,"NM_172743","ENSMUSG00000045659","Plekha7","A430081P20Rik","pleckstrin homology domain containing, family A member 7","protein-coding",0.273412,0.16808,0.080649,0.134647,0.078137,0.812324,"Promoter",NA,"Plekha7"
"chr7:116332641-116335249","chr7",116332641,116335249,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,23,0,23,116333979,0,22.475133,0,"exon ","exon (NM_026533, exon 2 of 6)",245,"NM_026533",68052,NA,"NM_026533","ENSMUSG00000090862","Rps13","2700063M04Rik","ribosomal protein S13","protein-coding",5,1.933086,4.853871,5,4.178007,1.510169,"Promoter",NA,"Rps13"
"chr7:116440900-116444799","chr7",116440900,116444799,".","MACS2|GEM|HOMER|Genrich|SEACR|SICER2",6,21,0,21,116443129,0,23.532191,0,"intron ","intron (NM_011083, intron 1 of 32)",609,"NM_011083",18704,NA,"NM_011083","ENSMUSG00000030660","Pik3c2a","Cpk-m|PI3KC2","phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha","protein-coding",5,2.33672,5,5,4.563184,1.632287,"Promoter",NA,"Pik3c2a"
